"Age","Attribute0","Attribute1","Attribute2","Attribute3","Attribute4","Attribute5","Attribute6","Attribute7","Attribute8","Attribute9","Club","Date_of_Birth","Division","Full_Name","Hairstyle","Height_cm","League","Nation","Positions","Preferred_Foot","Rating","Squad_Number","Weight_kg","_corrupt_record","County_league"
26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panegialios","13 May 1994","3","Carlos Cristeto De Dios","Unknown","178","Football League","Spain","Midfielder Centre","Right","72",NULL,"74",NULL,"GREECE"
34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panegialios","23 March 1986","3","Dimitris Kiliaras","Unknown","172","Football League","Greece","Attacking Midfielder Right Left Centre","Both","78",NULL,"70",NULL,"GREECE"
21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Zakynthos","28 August 1998","3","Giannis Panagiotopoulos","Cropped","182","Football League","Greece","Attacking Midfielder Right Left Centre","Right","69",NULL,"74",NULL,"GREECE"
30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PO Atsalenios","22 September 1989","3","Manolis Panagiotakis","Short","181","Football League","Greece","Defender Right Left Centre","Right","61",NULL,"74",NULL,"GREECE"
37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panegialios","14 March 1983","3","José Emilio Robalo Furtado","Unknown","184","Football League","Cape Verde","Forward Centre","Right","79",NULL,"78",NULL,"GREECE"
34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panargiakos FC","10 April 1986","3","Leonel Fabricio Poci","Unknown","182","Football League","Argentina","Defensive Midfielder Centre","Right","73",NULL,"76",NULL,"GREECE"
27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PO Atsalenios","17 July 1992","3","Serxhio Abdurahmani","Unknown","165","Football League","Albania","Attacking Midfielder Right","Right","70",NULL,"60",NULL,"GREECE"
22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PO Atsalenios","21 February 1998","3","Manolis Papadakis","Cropped","189","Football League","Greece","Goalkeeper","Right","61",NULL,"85",NULL,"GREECE"
22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PO Atsalenios","27 April 1998","3","Panagiotis Nistikakis","Short","190","Football League","Greece","Defender Centre","Right","64",NULL,"85",NULL,"GREECE"
23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panachaiki GE","27 July 1996","2","Michalis Bastakos","Unknown","192","Super League 2","Greece","Forward Centre","Right","76",NULL,"78",NULL,"GREECE"
38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panachaiki GE","29 October 1981","2","Giorgos Fotakis","Unknown","177","Super League 2","Greece","Midfielder Centre","Right","73",NULL,"73",NULL,"GREECE"
25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panachaiki GE","6 March 1995","2","Maldin Ymeraj","Unknown","178","Super League 2","Albania","Attacking Midfielder Right Left Centre","Right","75",NULL,"73",NULL,"GREECE"
28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panachaiki GE","1 June 1991","2","Nestoras Mytidis","Unknown","185","Super League 2","Cyprus","Forward Centre","Right","78",NULL,"79",NULL,"GREECE"
31,"Strength","Creativity","Work Rate","Aggression","Movement","Leadership","Free Kicks","Stamina","Long Shots","Penalties","Panachaiki GE","27 June 1988","2","Ivan Kovačec","Unknown","179","Super League 2","Croatia","Attacking Midfielder Right Left","Left","82",NULL,"74",NULL,"GREECE"
37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panachaiki GE","12 May 1983","2","Giorgos Dasios","Unknown","175","Super League 2","Greece","Defender Right Left","Right","77",NULL,"73",NULL,"GREECE"
21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"AO Platanias","14 June 1998","2","Abdul Rahman Oues","Unknown","175","Super League 2","Greece","Defender Right","Right","70",NULL,"70",NULL,"GREECE"
25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"AO Platanias","24 June 1994","2","Stylianos Pozatzidis","Unknown","186","Super League 2","Greece","Defender Left Centre","Left","75",NULL,"75",NULL,"GREECE"
25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"AO Platanias","7 December 1994","2","Vasilios Soulis","Short","199","Super League 2","Greece","Goalkeeper","Left","73","64","93",NULL,"GREECE"
24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"AO Platanias","15 April 1996","2","Giannis Mantzaris","Unknown","188","Super League 2","Greece","Goalkeeper","Right","72",NULL,"79",NULL,"GREECE"
23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"AO Platanias","12 April 1997","2","Gurjinder Singh","Unknown","175","Super League 2","India","Attacking Midfielder Right Left","Right","67",NULL,"70",NULL,"GREECE"
38,"Free Kicks","Leadership","Strength","Positioning","Concentration","Marking","Aerial Ability","Stamina","Penalties","Long Shots","Panachaiki GE","13 July 1981","2","Vangelis Kontogoulidis","Unknown","183","Super League 2","Greece","Forward Centre","Right","74",NULL,"77",NULL,"GREECE"
23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panachaiki GE","24 September 1996","2","Panagiotis Kynigopoulos","Unknown","186","Super League 2","Greece","Attacking Midfielder Right Left Centre","Right","75",NULL,"76",NULL,"GREECE"
28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"AO Platanias","20 September 1991","2","Giannis Loukinas","Unknown","185","Super League 2","Greece","Forward Centre","Right","76",NULL,"74",NULL,"GREECE"
38,"Strength","Corners","Work Rate","Control","Positioning","Concentration","Tackling","Aerial Ability","Stamina","Marking","Panachaiki GE","21 April 1982","2","Dimitris Kontodimos","Unknown","N/A","Super League 2","Greece","Defender Left","Left","80",NULL,"N/A",NULL,"GREECE"
24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PAE Veria","16 August 1995","3","Στέφανος Πολύζος","Unknown","181","Football League","Greece","Defensive Midfielder Centre","Right","75",NULL,"77",NULL,"GREECE"
27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PAE Veria","2 November 1992","3","Georgios Skatharoudis","Cropped","182","Football League","Greece","Forward Centre","Right","67",NULL,"78",NULL,"GREECE"
38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Zakynthos","17 December 1981","3","Stathis Karamalikis","Unknown","188","Football League","Greece","Defender Right Left Centre","Right","73",NULL,"82",NULL,"GREECE"
29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PO Atsalenios","28 September 1990","3","Andreas Dabos","Unknown","175","Football League","Greece","Midfielder Right Centre","Right","73",NULL,"68",NULL,"GREECE"
23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Zakynthos","22 January 1997","3","Apostolos Koutoglidis","Unknown","191","Football League","Greece","Goalkeeper","Right","70",NULL,"90",NULL,"GREECE"
24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PAE Veria","23 July 1995","3","Dimitrios Souliotis","Unknown","194","Football League","Greece","Defender Centre","Right","70",NULL,"77",NULL,"GREECE"
27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PAE Veria","9 November 1992","3","Stavros Petavrakis","Unknown","177","Football League","Greece","Defender Left","Left","76",NULL,"69",NULL,"GREECE"
23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PAE Veria","4 February 1997","3","Asterios Mouchalis","Unknown","175","Football League","Greece","Defender Right Left","Right","70",NULL,"70",NULL,"GREECE"
31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PAE Veria","4 May 1989","3","Stelios Marangos","Unknown","183","Football League","Greece","Defender Centre","Right","77",NULL,"76",NULL,"GREECE"
36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PO Atsalenios","24 January 1984","3","Manolis Petrakis","Unknown","191","Football League","Greece","Midfielder Right","Right","73",NULL,"85",NULL,"GREECE"
28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PAE Veria","19 February 1992","3","Thanasis Kanoulas","Unknown","189","Football League","Greece","Forward Centre","Right","75",NULL,"74",NULL,"GREECE"
30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PAE Veria","27 July 1989","3","Panagiotis Vosniadis","Unknown","190","Football League","Greece","Goalkeeper","Right","74",NULL,"88",NULL,"GREECE"
23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PAE Veria","10 July 1996","3","Dimitris Melikiotis","Unknown","176","Football League","Greece","Attacking Midfielder Right Left Centre","Right","77",NULL,"70",NULL,"GREECE"
22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PAE Veria","21 February 1998","3","Sofoklis Radis","Unknown","191","Football League","Greece","Defender Right Centre","Right","76",NULL,"85",NULL,"GREECE"
34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Vyzas","7 March 1986","3","Nikos Galas","Unknown","180","Football League","Greece","Defender Left","Left","73",NULL,"74",NULL,"GREECE"
25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"AO Platanias","10 August 1994","2","Stefanos Papoutsogiannopoulos","Unknown","181","Super League 2","Greece","Defender Centre","Right","79",NULL,"72",NULL,"GREECE"
28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"AO Platanias","14 May 1992","2","Miguel Antonio Bianconi Kohl","Unknown","191","Super League 2","Brazil","Forward Centre","Right","76",NULL,"90",NULL,"GREECE"
24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"AO Platanias","24 March 1996","2","Thomas Papadopoulos","Unknown","174","Super League 2","Greece","Midfielder Right","Right","76",NULL,"72",NULL,"GREECE"
32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"AO Platanias","16 December 1987","2","Danijel Majkić","Unknown","183","Super League 2","Bosnia & Herzegovina","Defensive Midfielder Centre","Right","78",NULL,"78",NULL,"GREECE"
37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"AO Platanias","2 December 1982","2","Christos Karipidis","Unknown","185","Super League 2","Greece","Defender Centre","Right","78",NULL,"80",NULL,"GREECE"
26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"AO Platanias","18 February 1994","2","Francisco José Perdomo Borges","Unknown","178","Super League 2","Spain","Defender Right","Right","78",NULL,"74",NULL,"GREECE"
21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ergotelis","12 May 1999","2","Konstantinos Chatzidimpas","Unknown","183","Super League 2","Greece","Midfielder Centre","Right","74",NULL,"74",NULL,"GREECE"
20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ergotelis","12 November 1999","2","Georgios Tzelepis","Unknown","186","Super League 2","Greece","Goalkeeper","Right","73",NULL,"73",NULL,"GREECE"
24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ergotelis","21 May 1996","2","Konstantinos Provydakis","Short","174","Super League 2","Greece","Defender Right","Right","74",NULL,"70",NULL,"GREECE"
26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"AO Platanias","18 January 1994","2","Vasilis Karagounis","Unknown","178","Super League 2","Greece","Defender Right Left","Both","77",NULL,"73",NULL,"GREECE"
24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ergotelis","16 March 1996","2","Konstantinos Ikonomou","Unknown","186","Super League 2","Greece","Defender Centre","Right","76",NULL,"77",NULL,"GREECE"
22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ergotelis","23 February 1998","2","Antonis Stathopoulos","Unknown","185","Super League 2","Greece","Forward Centre","Right","73",NULL,"75",NULL,"GREECE"
21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ergotelis","2 February 1999","2","Giannis Iatroudis","Short","190","Super League 2","Greece","Attacking Midfielder Right Left","Right","73","20","87",NULL,"GREECE"
29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ergotelis","22 March 1991","2","Anastasios Tsoumagas","Unknown","178","Super League 2","Greece","Defender Left","Left","78",NULL,"66",NULL,"GREECE"
22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ergotelis","10 April 1998","2","Georgios Manousakis","Short","182","Super League 2","Greece","Attacking Midfielder Left Centre","Right","70",NULL,"77",NULL,"GREECE"
25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PAE Veria","2 May 1995","3","Giorgos Bletsas","Unknown","184","Football League","Greece","Defensive Midfielder Centre","Right","75",NULL,"77",NULL,"GREECE"
29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PAE Veria","7 October 1990","3","Giannis Pasas","Unknown","187","Football League","Greece","Attacking Midfielder Right Left Centre","Left","78",NULL,"79",NULL,"GREECE"
36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Vyzas","4 June 1983","3","Giorgos Poulakos","Unknown","187","Football League","Greece","Forward Centre","Both","73",NULL,"77",NULL,"GREECE"
21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Thesprotos FC","2 March 1999","3","Athanasios Dimitroulas","Short","182","Football League","Greece","Forward Centre","Right","70","17","75",NULL,"GREECE"
31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Thesprotos FC","31 May 1988","3","Christos Pentsas","Unknown","188","Football League","Greece","Forward Right Left Centre","Right","70",NULL,"86",NULL,"GREECE"
29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PAE Veria","27 April 1991","3","Dimitris Stamou","Unknown","183","Football League","Greece","Defender Centre","Right","78",NULL,"72",NULL,"GREECE"
34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PAE Veria","1 December 1985","3","Alexandros Vergonis","Unknown","188","Football League","Greece","Midfielder Centre","Left","73",NULL,"80",NULL,"GREECE"
27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Thesprotos FC","23 February 1993","3","Giannis Nakos","Unknown","182","Football League","Greece","Forward Centre","Right","74",NULL,"73",NULL,"GREECE"
25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Thesprotos FC","29 March 1995","3","Cristian Ezequiel Ramírez","Cropped","180","Football League","Argentina","Midfielder Centre","Left","70","18","69",NULL,"GREECE"
27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Thesprotos FC","1 November 1992","3","Grigor Topalli","Unknown","186","Football League","Albania","Attacking Midfielder Right Left","Right","77",NULL,"67",NULL,"GREECE"
25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PAE Veria","14 April 1995","3","Charalambos Damianakis","Unknown","188","Football League","Greece","Defender Centre","Left","75",NULL,"79",NULL,"GREECE"
26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Thesprotos FC","9 March 1994","3","Rafail Soukias","Unknown","180","Football League","Greece","Attacking Midfielder Centre","Right","73",NULL,"69",NULL,"GREECE"
35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Pierikos","15 November 1984","3","Giorgos Makris","Unknown","186","Football League","Greece","Defensive Midfielder Centre","Right","80",NULL,"80",NULL,"GREECE"
26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Pierikos","26 July 1993","3","Giorgos Bouzoukis","Unknown","190","Football League","Greece","Defensive Midfielder Centre","Right","73",NULL,"80",NULL,"GREECE"
29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Pierikos","12 May 1991","3","Alexandros Secholari","Unknown","184","Football League","Greece","Attacking Midfielder Right","Right","73",NULL,"79",NULL,"GREECE"
34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Pierikos","1 October 1985","3","Konstantinos Iasonidis","Unknown","188","Football League","Greece","Defender Centre","Right","73",NULL,"N/A",NULL,"GREECE"
30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Pierikos","31 January 1990","3","Stefanos Kragiopoulos","Unknown","185","Football League","Greece","Defender Centre","Left","73",NULL,"80",NULL,"GREECE"
24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panserraikos","13 March 1996","3","Rafail Soilemezoglou","Unknown","178","Football League","Greece","Goalkeeper","Right","70",NULL,"73",NULL,"GREECE"
40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Pierikos","11 May 1980","3","Ilias Manikas","Unknown","181","Football League","Greece","Forward Centre","Right","73",NULL,"80",NULL,"GREECE"
29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panserraikos","27 October 1990","3","Dimitris Gourtsas","Short","176","Football League","Greece","Attacking Midfielder Right Left Centre","Right","73",NULL,"71",NULL,"GREECE"
24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panserraikos","22 April 1996","3","Angelos Piniotis","Short","178","Football League","Greece","Defensive Midfielder Centre","Right","74",NULL,"74",NULL,"GREECE"
26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Thesprotos FC","30 September 1993","3","Mauro Daniel Dalla Costa","Cropped","182","Football League","Argentina","Forward Centre","Right","73","20","80",NULL,"GREECE"
24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panserraikos","17 March 1996","3","Leonidas Kastritseas","Unknown","183","Football League","Greece","Defender Centre","Right","73",NULL,"75",NULL,"GREECE"
27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panserraikos","1 February 1993","3","Nikolaos Anastasopoulos","Unknown","186","Football League","Greece","Defensive Midfielder Centre","Right","73",NULL,"78",NULL,"GREECE"
21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Thesprotos FC","22 April 1999","3","Vasilis Kinalis","Short","187","Football League","Greece","Goalkeeper","Left","68","34","73",NULL,"GREECE"
24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panserraikos","27 April 1996","3","Theocharis Psaltis","Unknown","174","Football League","Greece","Defensive Midfielder Centre","Right","70",NULL,"70",NULL,"GREECE"
26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panserraikos","7 March 1994","3","Vangelis Anastasopoulos","Unknown","170","Football League","Greece","Defensive Midfielder Centre","Right","76",NULL,"75",NULL,"GREECE"
27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panserraikos","20 October 1992","3","Vasilis Gavriilidis","Unknown","173","Football League","Greece","Defensive Midfielder Centre","Right","70",NULL,"68",NULL,"GREECE"
24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panserraikos","22 February 1996","3","Albertos Roussos","Unknown","186","Football League","Greece","Defender Right Centre","Right","73",NULL,"79",NULL,"GREECE"
32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panserraikos","24 October 1987","3","Giannis Voskopoulos","Unknown","190","Football League","Greece","Defender Centre","Right","73",NULL,"N/A",NULL,"GREECE"
23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ergotelis","1 May 1997","2","Kyriakos Mazoulouxis","Unknown","183","Super League 2","Greece","Defender Centre","Right","72",NULL,"78",NULL,"GREECE"
28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ergotelis","12 March 1992","2","Emmanouil Kalogerakis","Unknown","186","Super League 2","Greece","Goalkeeper","Right","76",NULL,"84",NULL,"GREECE"
25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ergotelis","24 August 1994","2","Dimitris Grontis","Unknown","173","Super League 2","Greece","Defender Left","Left","79",NULL,"68",NULL,"GREECE"
27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ergotelis","16 September 1992","2","Manolis Rovithis","Unknown","181","Super League 2","Greece","Attacking Midfielder Right Left Centre","Right","76",NULL,"76",NULL,"GREECE"
30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Doxa Drama","22 April 1990","2","Efthymios Argyropoulos","Unknown","173","Super League 2","Greece","Midfielder Centre","Right","75",NULL,"67",NULL,"GREECE"
23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ergotelis","27 May 1997","2","Charles Kwateng","Unknown","166","Super League 2","Belgium","Attacking Midfielder Right Left","Right","70",NULL,"58",NULL,"GREECE"
25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ergotelis","6 July 1994","2","Antonis Bourselis","Unknown","176","Super League 2","Greece","Attacking Midfielder Centre","Right","76",NULL,"75",NULL,"GREECE"
30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Doxa Drama","26 April 1990","2","Christos Koukolis","Unknown","184","Super League 2","Greece","Defender Centre","Left","78",NULL,"83",NULL,"GREECE"
24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Doxa Drama","11 November 1995","2","Kaloudis Lemonis","Unknown","174","Super League 2","Greece","Defender Right","Right","76",NULL,"63",NULL,"GREECE"
31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Doxa Drama","30 November 1988","2","Vladimir Dimitrovski","Unknown","187","Super League 2","Republic of Macedonia","Defender Left Centre","Left","80",NULL,"80",NULL,"GREECE"
20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Doxa Drama","2 November 1999","2","Nikolaos Sampanidis","Short","187","Super League 2","Greece","Forward Centre","Right","70","34","80",NULL,"GREECE"
23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Doxa Drama","20 April 1997","2","Konstantinos Plegas","Unknown","178","Super League 2","Greece","Midfielder Centre","Right","74",NULL,"74",NULL,"GREECE"
